4   5.3000    0.2000    0.2000
  -0.4935   -0.6706    2.8034   164.397
   0.9373    1.0414    1.6262     0.000
   0.4024   -0.5806   -0.9256   189.270
  -0.5928    0.2962   -0.7915   196.905
