-3.437500e-01 -6.718750e-01 1.014778e-01 1.429904e-02 -3.906250e-01 -6.250000e-01 1.053094e-01 3.135800e-02
-3.437500e-01 -6.718750e-01 1.014778e-01 1.429904e-02 -2.500000e-01 -6.718750e-01 1.163017e-01 4.860520e-02
-4.375000e-01 -5.781250e-01 1.123989e-01 4.144967e-02 -4.843750e-01 -5.312500e-01 1.115600e-01 4.963452e-02
-4.843750e-01 -5.312500e-01 1.115600e-01 4.963452e-02 -4.843750e-01 -4.375000e-01 1.570355e-01 9.634399e-02
-3.906250e-01 -6.250000e-01 1.053094e-01 3.135800e-02 -4.375000e-01 -5.781250e-01 1.123989e-01 4.144967e-02
-5.312500e-01 -3.906250e-01 1.546954e-01 8.839244e-02 -5.781250e-01 -3.437500e-01 1.428441e-01 8.399302e-02
-4.843750e-01 -4.375000e-01 1.570355e-01 9.634399e-02 -5.312500e-01 -3.906250e-01 1.546954e-01 8.839244e-02
-5.781250e-01 -3.437500e-01 1.428441e-01 8.399302e-02 -5.781250e-01 -2.500000e-01 1.812884e-01 1.013486e-01
-6.250000e-02 -8.593750e-01 8.537060e-02 -8.961564e-02 -1.093750e-01 -8.125000e-01 8.732878e-02 -4.950655e-02
-6.250000e-02 -8.593750e-01 8.537060e-02 -8.961564e-02 3.125000e-02 -8.593750e-01 8.649697e-02 -8.798331e-02
3.125000e-02 -8.593750e-01 8.649697e-02 -8.798331e-02 1.250000e-01 -8.593750e-01 8.512974e-02 -9.659827e-02
-1.562500e-01 -7.656250e-01 9.526068e-02 -1.115680e-02 -2.031250e-01 -7.187500e-01 1.024692e-01 2.079654e-02
-1.093750e-01 -8.125000e-01 8.732878e-02 -4.950655e-02 -1.562500e-01 -7.656250e-01 9.526068e-02 -1.115680e-02
-2.031250e-01 -7.187500e-01 1.024692e-01 2.079654e-02 -2.500000e-01 -6.718750e-01 1.163017e-01 4.860520e-02
1.250000e-01 -8.593750e-01 8.512974e-02 -9.659827e-02 2.187500e-01 -8.593750e-01 8.497411e-02 -1.152632e-01
2.187500e-01 -8.593750e-01 8.497411e-02 -1.152632e-01 3.125000e-01 -8.593750e-01 8.957241e-02 -1.426188e-01
3.125000e-01 -8.593750e-01 8.957241e-02 -1.426188e-01 4.062500e-01 -8.593750e-01 1.016649e-01 -1.764844e-01
4.062500e-01 -8.593750e-01 1.016649e-01 -1.764844e-01 5.000000e-01 -8.593750e-01 1.228461e-01 -2.143911e-01
-6.250000e-01 -2.031250e-01 1.568915e-01 8.687842e-02 -6.718750e-01 -1.562500e-01 1.269458e-01 8.014590e-02
-6.718750e-01 -1.562500e-01 1.269458e-01 8.014590e-02 -6.718750e-01 -6.250000e-02 1.418074e-01 8.115834e-02
-7.187500e-01 -1.562500e-02 9.713680e-02 7.734480e-02 -7.656250e-01 3.125000e-02 5.194259e-02 7.973637e-02
-6.718750e-01 -6.250000e-02 1.418074e-01 8.115834e-02 -7.187500e-01 -1.562500e-02 9.713680e-02 7.734480e-02
-7.656250e-01 3.125000e-02 5.194259e-02 7.973637e-02 -7.656250e-01 1.250000e-01 4.292482e-02 8.452969e-02
-5.781250e-01 -2.500000e-01 1.812884e-01 1.013486e-01 -6.250000e-01 -2.031250e-01 1.568915e-01 8.687842e-02
-7.656250e-01 1.250000e-01 4.292482e-02 8.452969e-02 -7.656250e-01 2.187500e-01 2.351999e-02 9.109484e-02
-7.656250e-01 2.187500e-01 2.351999e-02 9.109484e-02 -7.656250e-01 3.125000e-01 -4.787683e-03 1.024749e-01
-7.656250e-01 3.125000e-01 -4.787683e-03 1.024749e-01 -7.656250e-01 4.062500e-01 -3.978574e-02 1.208873e-01
-7.656250e-01 4.062500e-01 -3.978574e-02 1.208873e-01 -7.656250e-01 5.000000e-01 -7.903910e-02 1.475552e-01
3.125000e-02 -1.093750e-01 -1.475460e-01 5.405376e-01 -1.562500e-02 -6.250000e-02 1.287015e-01 4.829665e-01
3.125000e-02 -1.093750e-01 -1.475460e-01 5.405376e-01 7.812500e-02 -6.250000e-02 -4.080101e-01 3.528509e-01
-6.250000e-02 -1.562500e-02 5.443531e-01 1.253220e-01 -1.093750e-01 3.125000e-02 5.968105e-01 -1.106468e-01
-1.093750e-01 3.125000e-02 5.968105e-01 -1.106468e-01 -6.250000e-02 7.812500e-02 4.116244e-01 -3.498855e-01
7.812500e-02 -6.250000e-02 -4.080101e-01 3.528509e-01 7.812500e-02 3.125000e-02 -5.530521e-01 -3.132722e-01
-6.250000e-02 7.812500e-02 4.116244e-01 -3.498855e-01 3.125000e-02 7.812500e-02 -3.609690e-01 -4.984195e-01
7.812500e-02 3.125000e-02 -5.530521e-01 -3.132722e-01 3.125000e-02 7.812500e-02 -3.609690e-01 -4.984195e-01
5.000000e-01 4.531250e-01 -1.430781e-01 -7.932127e-02 4.531250e-01 5.000000e-01 -1.405615e-01 -8.178663e-02
5.000000e-01 -8.593750e-01 1.228461e-01 -2.143911e-01 5.468750e-01 -8.125000e-01 1.184733e-01 -2.003192e-01
5.468750e-01 -8.125000e-01 1.184733e-01 -2.003192e-01 5.937500e-01 -7.656250e-01 1.115438e-01 -1.920478e-01
5.937500e-01 -7.656250e-01 1.115438e-01 -1.920478e-01 6.406250e-01 -7.187500e-01 1.105824e-01 -1.852705e-01
6.406250e-01 -7.187500e-01 1.105824e-01 -1.852705e-01 6.406250e-01 -6.250000e-01 6.408423e-02 -1.367083e-01
6.406250e-01 -6.250000e-01 6.408423e-02 -1.367083e-01 6.875000e-01 -5.781250e-01 6.400329e-02 -1.417204e-01
6.875000e-01 -5.781250e-01 6.400329e-02 -1.417204e-01 7.343750e-01 -5.312500e-01 7.175738e-02 -1.443084e-01
7.343750e-01 -5.312500e-01 7.175738e-02 -1.443084e-01 7.343750e-01 -4.375000e-01 2.944160e-02 -1.155134e-01
7.343750e-01 -4.375000e-01 2.944160e-02 -1.155134e-01 7.343750e-01 -3.437500e-01 -9.594798e-03 -9.597690e-02
7.343750e-01 -3.437500e-01 -9.594798e-03 -9.597690e-02 7.343750e-01 -2.500000e-01 -4.266322e-02 -8.486079e-02
7.343750e-01 -2.500000e-01 -4.266322e-02 -8.486079e-02 7.343750e-01 -1.562500e-01 -6.707406e-02 -8.017805e-02
7.343750e-01 -1.562500e-01 -6.707406e-02 -8.017805e-02 7.343750e-01 -6.250000e-02 -8.073074e-02 -7.883625e-02
6.875000e-01 7.812500e-02 -1.236490e-01 -7.857281e-02 6.406250e-01 1.250000e-01 -1.627008e-01 -8.731496e-02
7.343750e-01 -6.250000e-02 -8.073074e-02 -7.883625e-02 7.343750e-01 3.125000e-02 -8.270454e-02 -7.705925e-02
7.343750e-01 3.125000e-02 -8.270454e-02 -7.705925e-02 6.875000e-01 7.812500e-02 -1.236490e-01 -7.857281e-02
6.406250e-01 1.250000e-01 -1.627008e-01 -8.731496e-02 6.406250e-01 2.187500e-01 -1.390290e-01 -8.323449e-02
5.937500e-01 2.656250e-01 -1.627458e-01 -9.066501e-02 5.468750e-01 3.125000e-01 -1.791028e-01 -1.050259e-01
6.406250e-01 2.187500e-01 -1.390290e-01 -8.323449e-02 5.937500e-01 2.656250e-01 -1.627458e-01 -9.066501e-02
5.468750e-01 3.125000e-01 -1.791028e-01 -1.050259e-01 5.468750e-01 4.062500e-01 -1.360410e-01 -7.837170e-02
5.468750e-01 4.062500e-01 -1.360410e-01 -7.837170e-02 5.000000e-01 4.531250e-01 -1.430781e-01 -7.932127e-02
-7.656250e-01 5.000000e-01 -7.903910e-02 1.475552e-01 -7.187500e-01 5.468750e-01 -6.794798e-02 1.446456e-01
-7.187500e-01 5.468750e-01 -6.794798e-02 1.446456e-01 -6.718750e-01 5.937500e-01 -6.438529e-02 1.385532e-01
-6.718750e-01 5.937500e-01 -6.438529e-02 1.385532e-01 -6.718750e-01 6.875000e-01 -1.103785e-01 1.832435e-01
-6.718750e-01 6.875000e-01 -1.103785e-01 1.832435e-01 -6.250000e-01 7.343750e-01 -1.094269e-01 1.880822e-01
-6.250000e-01 7.343750e-01 -1.094269e-01 1.880822e-01 -5.781250e-01 7.812500e-01 -1.149143e-01 1.936163e-01
-5.781250e-01 7.812500e-01 -1.149143e-01 1.936163e-01 -5.312500e-01 8.281250e-01 -1.185604e-01 2.050653e-01
-5.312500e-01 8.281250e-01 -1.185604e-01 2.050653e-01 -4.375000e-01 8.281250e-01 -9.484941e-02 1.645193e-01
-4.375000e-01 8.281250e-01 -9.484941e-02 1.645193e-01 -3.906250e-01 8.750000e-01 -1.066640e-01 1.833460e-01
-3.906250e-01 8.750000e-01 -1.066640e-01 1.833460e-01 -3.437500e-01 9.218750e-01 -1.134673e-01 2.071540e-01
-3.437500e-01 9.218750e-01 -1.134673e-01 2.071540e-01 -2.500000e-01 9.218750e-01 -1.021584e-01 1.807929e-01
-6.250000e-02 8.281250e-01 -8.375740e-02 5.898243e-02 -1.093750e-01 8.750000e-01 -8.771466e-02 1.107962e-01
-6.250000e-02 8.281250e-01 -8.375740e-02 5.898243e-02 3.125000e-02 8.281250e-01 -8.738612e-02 5.711824e-02
3.125000e-02 8.281250e-01 -8.738612e-02 5.711824e-02 1.250000e-01 8.281250e-01 -8.590277e-02 6.570351e-02
3.125000e-01 6.406250e-01 -1.201447e-01 -5.114102e-02 2.656250e-01 6.875000e-01 -1.069090e-01 -2.980447e-02
4.062500e-01 5.468750e-01 -1.383752e-01 -7.570750e-02 3.593750e-01 5.937500e-01 -1.273058e-01 -6.730336e-02
